season,round,race_name,race_date,race_time,circuit_id,circuit_name,circuit_url,locality,country,lat,long
2001,1,Australian Grand Prix,2001-03-04,,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2001,2,Malaysian Grand Prix,2001-03-18,,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2001,3,Brazilian Grand Prix,2001-04-01,,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2001,4,San Marino Grand Prix,2001-04-15,,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2001,5,Spanish Grand Prix,2001-04-29,,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2001,6,Austrian Grand Prix,2001-05-13,,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2001,7,Monaco Grand Prix,2001-05-27,,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2001,8,Canadian Grand Prix,2001-06-10,,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2001,9,European Grand Prix,2001-06-24,,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2001,10,French Grand Prix,2001-07-01,,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2001,11,British Grand Prix,2001-07-15,,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2001,12,German Grand Prix,2001-07-29,,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2001,13,Hungarian Grand Prix,2001-08-19,,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2001,14,Belgian Grand Prix,2001-09-02,,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2001,15,Italian Grand Prix,2001-09-16,,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2001,16,United States Grand Prix,2001-09-30,,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2001,17,Japanese Grand Prix,2001-10-14,,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2002,1,Australian Grand Prix,2002-03-03,,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2002,2,Malaysian Grand Prix,2002-03-17,,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2002,3,Brazilian Grand Prix,2002-03-31,,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2002,4,San Marino Grand Prix,2002-04-14,,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2002,5,Spanish Grand Prix,2002-04-28,,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2002,6,Austrian Grand Prix,2002-05-12,,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2002,7,Monaco Grand Prix,2002-05-26,,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2002,8,Canadian Grand Prix,2002-06-09,,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2002,9,European Grand Prix,2002-06-23,,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2002,10,British Grand Prix,2002-07-07,,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2002,11,French Grand Prix,2002-07-21,,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2002,12,German Grand Prix,2002-07-28,,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2002,13,Hungarian Grand Prix,2002-08-18,,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2002,14,Belgian Grand Prix,2002-09-01,,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2002,15,Italian Grand Prix,2002-09-15,,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2002,16,United States Grand Prix,2002-09-29,,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2002,17,Japanese Grand Prix,2002-10-13,,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2003,1,Australian Grand Prix,2003-03-09,,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2003,2,Malaysian Grand Prix,2003-03-23,,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2003,3,Brazilian Grand Prix,2003-04-06,,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2003,4,San Marino Grand Prix,2003-04-20,,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2003,5,Spanish Grand Prix,2003-05-04,,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2003,6,Austrian Grand Prix,2003-05-18,,red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Spielberg,Austria,47.2197,14.7647
2003,7,Monaco Grand Prix,2003-06-01,,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2003,8,Canadian Grand Prix,2003-06-15,,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2003,9,European Grand Prix,2003-06-29,,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2003,10,French Grand Prix,2003-07-06,,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2003,11,British Grand Prix,2003-07-20,,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2003,12,German Grand Prix,2003-08-03,,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2003,13,Hungarian Grand Prix,2003-08-24,,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2003,14,Italian Grand Prix,2003-09-14,,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2003,15,United States Grand Prix,2003-09-28,,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2003,16,Japanese Grand Prix,2003-10-12,,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2004,1,Australian Grand Prix,2004-03-07,,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2004,2,Malaysian Grand Prix,2004-03-21,,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2004,3,Bahrain Grand Prix,2004-04-04,,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2004,4,San Marino Grand Prix,2004-04-25,,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2004,5,Spanish Grand Prix,2004-05-09,,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2004,6,Monaco Grand Prix,2004-05-23,,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2004,7,European Grand Prix,2004-05-30,,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2004,8,Canadian Grand Prix,2004-06-13,,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2004,9,United States Grand Prix,2004-06-20,,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2004,10,French Grand Prix,2004-07-04,,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2004,11,British Grand Prix,2004-07-11,,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2004,12,German Grand Prix,2004-07-25,,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2004,13,Hungarian Grand Prix,2004-08-15,,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2004,14,Belgian Grand Prix,2004-08-29,,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2004,15,Italian Grand Prix,2004-09-12,,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2004,16,Chinese Grand Prix,2004-09-26,,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2004,17,Japanese Grand Prix,2004-10-10,,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2004,18,Brazilian Grand Prix,2004-10-24,,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2005,1,Australian Grand Prix,2005-03-06,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2005,2,Malaysian Grand Prix,2005-03-20,15:00:00Z,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2005,3,Bahrain Grand Prix,2005-04-03,14:30:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2005,4,San Marino Grand Prix,2005-04-24,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2005,5,Spanish Grand Prix,2005-05-08,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2005,6,Monaco Grand Prix,2005-05-22,14:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2005,7,European Grand Prix,2005-05-29,14:00:00Z,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2005,8,Canadian Grand Prix,2005-06-12,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2005,9,United States Grand Prix,2005-06-19,14:00:00Z,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2005,10,French Grand Prix,2005-07-03,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2005,11,British Grand Prix,2005-07-10,14:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2005,12,German Grand Prix,2005-07-24,14:00:00Z,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2005,13,Hungarian Grand Prix,2005-07-31,14:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2005,14,Turkish Grand Prix,2005-08-21,15:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2005,15,Italian Grand Prix,2005-09-04,14:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2005,16,Belgian Grand Prix,2005-09-11,14:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2005,17,Brazilian Grand Prix,2005-09-25,14:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2005,18,Japanese Grand Prix,2005-10-09,14:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2005,19,Chinese Grand Prix,2005-10-16,14:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2006,1,Bahrain Grand Prix,2006-03-12,14:30:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2006,2,Malaysian Grand Prix,2006-03-19,15:00:00Z,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2006,3,Australian Grand Prix,2006-04-02,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2006,4,San Marino Grand Prix,2006-04-23,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Imola,Italy,44.3439,11.7167
2006,5,European Grand Prix,2006-05-07,14:00:00Z,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2006,6,Spanish Grand Prix,2006-05-14,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2006,7,Monaco Grand Prix,2006-05-28,14:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2006,8,British Grand Prix,2006-06-11,12:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2006,9,Canadian Grand Prix,2006-06-25,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2006,10,United States Grand Prix,2006-07-02,14:00:00Z,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2006,11,French Grand Prix,2006-07-16,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2006,12,German Grand Prix,2006-07-30,14:00:00Z,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2006,13,Hungarian Grand Prix,2006-08-06,14:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2006,14,Turkish Grand Prix,2006-08-27,15:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2006,15,Italian Grand Prix,2006-09-10,14:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2006,16,Chinese Grand Prix,2006-10-01,14:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2006,17,Japanese Grand Prix,2006-10-08,14:00:00Z,suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Suzuka,Japan,34.8431,136.541
2006,18,Brazilian Grand Prix,2006-10-22,14:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2007,1,Australian Grand Prix,2007-03-18,03:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2007,2,Malaysian Grand Prix,2007-04-08,07:00:00Z,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2007,3,Bahrain Grand Prix,2007-04-15,11:30:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2007,4,Spanish Grand Prix,2007-05-13,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2007,5,Monaco Grand Prix,2007-05-27,12:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2007,6,Canadian Grand Prix,2007-06-10,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2007,7,United States Grand Prix,2007-06-17,17:00:00Z,indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,Indianapolis,USA,39.795,-86.2347
2007,8,French Grand Prix,2007-07-01,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2007,9,British Grand Prix,2007-07-08,12:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2007,10,European Grand Prix,2007-07-22,12:00:00Z,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
2007,11,Hungarian Grand Prix,2007-08-05,12:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2007,12,Turkish Grand Prix,2007-08-26,12:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2007,13,Italian Grand Prix,2007-09-09,12:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2007,14,Belgian Grand Prix,2007-09-16,12:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2007,15,Japanese Grand Prix,2007-09-30,04:30:00Z,fuji,Fuji Speedway,https://en.wikipedia.org/wiki/Fuji_Speedway,Oyama,Japan,35.3717,138.927
2007,16,Chinese Grand Prix,2007-10-07,06:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2007,17,Brazilian Grand Prix,2007-10-21,16:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2008,1,Australian Grand Prix,2008-03-16,04:30:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2008,2,Malaysian Grand Prix,2008-03-23,07:00:00Z,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2008,3,Bahrain Grand Prix,2008-04-06,11:30:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2008,4,Spanish Grand Prix,2008-04-27,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2008,5,Turkish Grand Prix,2008-05-11,12:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2008,6,Monaco Grand Prix,2008-05-25,12:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2008,7,Canadian Grand Prix,2008-06-08,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Montreal,Canada,45.5,-73.5228
2008,8,French Grand Prix,2008-06-22,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,Magny Cours,France,46.8642,3.16361
2008,9,British Grand Prix,2008-07-06,12:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2008,10,German Grand Prix,2008-07-20,12:00:00Z,hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Hockenheim,Germany,49.3278,8.56583
2008,11,Hungarian Grand Prix,2008-08-03,12:00:00Z,hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Budapest,Hungary,47.5789,19.2486
2008,12,European Grand Prix,2008-08-24,12:00:00Z,valencia,Valencia Street Circuit,https://en.wikipedia.org/wiki/Valencia_Street_Circuit,Valencia,Spain,39.4589,-0.331667
2008,13,Belgian Grand Prix,2008-09-07,12:00:00Z,spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
2008,14,Italian Grand Prix,2008-09-14,12:00:00Z,monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Monza,Italy,45.6156,9.28111
2008,15,Singapore Grand Prix,2008-09-28,12:00:00Z,marina_bay,Marina Bay Street Circuit,https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit,Marina Bay,Singapore,1.2914,103.864
2008,16,Japanese Grand Prix,2008-10-12,04:30:00Z,fuji,Fuji Speedway,https://en.wikipedia.org/wiki/Fuji_Speedway,Oyama,Japan,35.3717,138.927
2008,17,Chinese Grand Prix,2008-10-19,07:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2008,18,Brazilian Grand Prix,2008-11-02,17:00:00Z,interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,São Paulo,Brazil,-23.7036,-46.6997
2009,1,Australian Grand Prix,2009-03-29,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,https://en.wikipedia.org/wiki/Albert_Park_Circuit,Melbourne,Australia,-37.8497,144.968
2009,2,Malaysian Grand Prix,2009-04-05,09:00:00Z,sepang,Sepang International Circuit,https://en.wikipedia.org/wiki/Sepang_International_Circuit,Kuala Lumpur,Malaysia,2.76083,101.738
2009,3,Chinese Grand Prix,2009-04-19,07:00:00Z,shanghai,Shanghai International Circuit,https://en.wikipedia.org/wiki/Shanghai_International_Circuit,Shanghai,China,31.3389,121.22
2009,4,Bahrain Grand Prix,2009-04-26,12:00:00Z,bahrain,Bahrain International Circuit,https://en.wikipedia.org/wiki/Bahrain_International_Circuit,Sakhir,Bahrain,26.0325,50.5106
2009,5,Spanish Grand Prix,2009-05-10,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Barcelona,Spain,41.57,2.26111
2009,6,Monaco Grand Prix,2009-05-24,12:00:00Z,monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monte Carlo,Monaco,43.7347,7.42056
2009,7,Turkish Grand Prix,2009-06-07,12:00:00Z,istanbul,Istanbul Park,https://en.wikipedia.org/wiki/Istanbul_Park,Istanbul,Turkey,40.9517,29.405
2009,8,British Grand Prix,2009-06-21,12:00:00Z,silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,Silverstone,UK,52.0786,-1.01694
2009,9,German Grand Prix,2009-07-12,12:00:00Z,nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Nürburg,Germany,50.3356,6.9475
